lat,lon,depth
-35.2201,-66.8140,320.0029
-35.2300,-66.6202,325.2715
-35.2351,-66.4324,332.8028
-35.2360,-66.2546,342.5455
-35.2433,-66.0687,351.0065
-35.2538,-65.8781,359.0611
-35.2606,-65.6967,369.3589
-35.2664,-65.5198,381.0449
-35.2717,-65.3470,394.0819
-35.2841,-65.1609,404.8275
-35.2940,-64.9823,417.8318
-35.3080,-64.7928,429.3740
-35.3248,-64.5907,439.5418
-35.3374,-64.4072,453.5469
-35.3506,-64.2324,468.4412
-35.3666,-64.0353,481.0716
-35.3831,-63.8252,491.9711
-35.3988,-63.6080,502.0525
-35.4129,-63.3863,512.1984
-35.4242,-63.1495,519.4293
-35.5905,-61.4457,657.0222
-35.5983,-61.2166,665.0266
-35.6043,-60.9855,672.4959
-35.6042,-60.7451,677.5189
-35.5974,-60.5016,679.9405
-35.0979,-68.8766,200.0007
-35.1500,-68.6407,195.5085
-35.0831,-68.5160,219.4317
-35.0865,-68.3294,229.9392
-35.1034,-68.1062,236.0983
-35.0997,-67.9025,245.3049
-35.1004,-67.6990,251.9257
-35.0889,-67.5084,262.0432
-35.0767,-67.3188,271.8713
-35.0563,-67.1482,284.3902
-35.0549,-66.9559,291.9002
-35.0457,-66.7788,302.3191
-35.0410,-66.6017,312.2762
-35.0459,-66.4136,320.0152
-35.0546,-66.2232,327.3237
-35.0562,-66.0447,337.8640
-35.0591,-65.8669,348.9141
-35.0657,-65.6856,359.5665
-35.0693,-65.5139,372.5119
-35.0823,-65.3207,382.4660
-35.0872,-65.1556,397.1606
-35.0988,-64.9718,409.7800
-35.1115,-64.7880,422.7056
-35.1296,-64.5797,432.5809
-35.1423,-64.3964,447.1384
-35.1537,-64.2403,465.1458
-35.1709,-64.0371,477.5139
-35.1882,-63.8142,487.3094
-35.2035,-63.5717,494.5787
-35.2170,-63.3618,507.0385
-35.3711,-61.8690,634.7020
-35.3877,-61.6566,646.7890
-35.3911,-61.4124,652.9619
-35.3962,-61.1797,660.2395
-35.3994,-60.9458,666.9208
-35.3961,-60.7032,671.1055
-35.4023,-60.4816,679.1723
-34.8688,-68.8965,195.0707
-34.8760,-68.7046,201.0794
-34.8701,-68.5428,212.3805
-34.8944,-68.3401,219.6885
-34.9204,-68.0986,224.3629
-34.9149,-67.8909,233.8876
-34.9158,-67.6833,239.5094
-34.9180,-67.4786,245.0105
-34.8957,-67.2974,257.5149
-34.8745,-67.1266,270.0084
-34.8605,-66.9474,281.1929
-34.8602,-66.7604,289.0193
-34.8581,-66.5793,298.2451
-34.8570,-66.3984,307.9907
-34.8655,-66.2074,315.5679
-34.8666,-66.0287,326.3957
-34.8690,-65.8506,337.7711
-34.8752,-65.6689,348.7955
-34.8783,-65.4972,362.1377
-34.8889,-65.3089,373.4198
-34.8953,-65.1386,387.7116
-34.9081,-64.9490,399.9980
-34.9203,-64.7649,413.4757
-34.9336,-64.5799,427.3692
-34.9467,-64.3971,442.5164
-34.9607,-64.2234,458.5362
-34.9777,-64.0197,471.5499
-34.9947,-63.7832,480.3260
